carat,cut,color,clarity,depth,table,x,y,z,price,pred_m3,pred_final,desvio_pct
0.7,Very Good,I,VS1,61.4,57.0,5.71,5.74,3.52,2405,2306.45,2295.46,4.77
1.0,Very Good,F,SI2,63.4,55.0,6.3,6.38,4.02,4033,4051.33,4182.53,-3.58
2.01,Premium,J,SI2,60.8,58.0,8.19,8.13,4.96,12048,10150.58,11969.23,0.66
0.34,Ideal,F,VVS1,61.4,55.0,4.53,4.56,2.79,906,1001.22,964.74,-6.09
1.0,Ideal,I,SI1,61.6,59.0,6.34,6.42,3.93,4133,3795.34,4223.29,-2.14
0.45,Fair,F,SI1,57.9,66.0,5.08,4.98,2.91,794,946.13,991.57,-19.92
0.51,Ideal,G,VS2,62.7,57.0,5.12,5.05,3.19,1546,1525.47,1508.75,2.47
0.81,Very Good,F,SI2,63.2,58.0,5.91,5.92,3.74,2843,2724.39,2609.01,8.97
0.5,Very Good,G,VS1,61.3,58.0,5.03,5.09,3.1,1592,1506.78,1501.95,6.0
0.7,Fair,E,SI2,64.4,58.0,5.58,5.51,3.57,1998,1916.48,2055.84,-2.81
0.4,Premium,F,SI1,62.5,59.0,4.71,4.67,2.93,945,870.9,876.91,7.76
0.76,Ideal,D,SI2,62.2,57.0,5.85,5.83,3.63,2706,2783.14,2649.9,2.12
1.54,Ideal,J,VS1,62.2,59.0,7.34,7.38,4.58,8848,9232.16,9046.29,-2.19
0.51,Ideal,G,VS1,61.7,55.0,5.14,5.17,3.18,1656,1635.21,1720.19,-3.73
2.16,Ideal,I,SI2,61.9,54.0,8.29,8.33,5.14,15124,13705.37,15020.13,0.69
1.03,Ideal,G,SI1,61.1,57.0,6.54,6.58,4.01,5147,4939.66,5326.56,-3.37
0.51,Premium,G,VS2,62.4,57.0,5.11,5.09,3.18,1546,1491.54,1504.05,2.79
1.11,Premium,H,SI1,58.4,60.0,6.87,6.83,4.0,4842,5095.24,5130.07,-5.62
0.29,Ideal,G,VS2,61.6,56.0,4.26,4.29,2.63,525,526.91,542.56,-3.24
0.35,Very Good,D,SI1,63.0,57.0,4.46,4.52,2.83,644,729.88,612.15,5.2
3.01,Premium,J,SI2,59.7,58.0,9.41,9.32,5.59,18710,21713.14,15410.71,21.41
1.0,Very Good,F,SI1,61.4,60.0,6.35,6.38,3.91,4504,4783.57,4998.78,-9.9
0.3,Premium,E,VS2,62.3,58.0,4.28,4.32,2.68,658,611.81,648.29,1.5
1.15,Premium,F,SI2,61.1,57.0,6.82,6.77,4.15,5120,5388.3,4799.02,6.69
2.07,Premium,E,SI1,61.2,58.0,8.24,8.19,5.03,16957,20029.75,17772.72,-4.59
0.31,Good,E,SI1,63.4,55.0,4.31,4.33,2.74,544,527.9,542.04,0.36
0.9,Very Good,D,SI1,59.6,62.0,6.19,6.22,3.7,4693,4321.48,4188.87,12.03
1.01,Good,D,VS2,67.0,57.0,6.11,6.22,4.13,6113,5993.67,5984.0,2.16
1.0,Premium,G,SI1,63.0,59.0,6.44,6.32,4.02,4956,4568.29,4613.83,7.42
2.2,Ideal,I,SI1,61.7,55.0,8.41,8.37,5.18,18059,16751.41,16361.55,10.37
1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,6031,6605.9,5786.37,4.23
1.0,Good,E,SI2,61.5,61.0,6.35,6.43,3.93,4258,4056.88,4390.71,-3.02
1.5,Good,E,SI2,63.3,57.0,7.31,7.33,4.63,9281,8705.25,8715.98,6.48
1.5,Good,G,VS2,59.0,58.0,7.41,7.45,4.38,11294,10703.95,11464.76,-1.49
0.72,Ideal,F,SI2,61.2,58.0,5.72,5.78,3.52,2300,2281.79,2337.05,-1.59
1.03,Good,H,SI2,65.0,57.0,6.3,6.32,4.1,3892,3527.75,3724.06,4.51
1.75,Ideal,I,VS2,61.0,56.0,7.75,7.82,4.75,12127,12631.25,12630.26,-3.98
0.35,Premium,H,SI1,61.3,55.0,4.58,4.55,2.8,647,579.8,655.75,-1.33
0.31,Ideal,D,VS1,62.0,54.0,4.35,4.36,2.7,683,755.16,761.15,-10.27
1.56,Ideal,F,SI1,61.2,57.0,7.48,7.52,4.59,11047,11554.31,12071.68,-8.49
0.77,Good,F,VS1,59.3,56.0,5.98,6.03,3.56,3393,3498.93,3356.37,1.09
0.5,Very Good,E,SI2,62.8,55.0,5.05,5.08,3.18,1077,1143.19,1115.12,-3.42
0.5,Very Good,H,VS2,62.3,56.0,5.06,5.11,3.17,1337,1288.09,1294.48,3.28
1.38,Very Good,F,VS1,61.4,61.0,7.1,7.14,4.37,11286,10910.92,11389.87,-0.91
0.71,Ideal,G,VS2,61.8,56.0,5.72,5.75,3.55,3299,2844.31,2954.4,11.66
0.41,Ideal,H,SI1,62.8,56.0,4.77,4.72,2.98,876,798.81,855.43,2.4
0.37,Premium,E,VS2,61.0,59.0,4.59,4.63,2.81,811,908.09,814.09,-0.38
1.01,Very Good,D,VS2,60.4,58.0,6.47,6.57,3.94,6905,6229.81,7363.7,-6.23
0.36,Premium,G,VS1,61.7,59.0,4.59,4.55,2.82,932,829.77,900.45,3.5
0.39,Good,F,VVS2,57.7,61.0,4.91,4.8,2.8,1058,1114.79,1085.42,-2.53
0.31,Premium,E,VS2,61.3,60.0,4.32,4.39,2.67,680,650.78,657.4,3.44
0.58,Ideal,F,VS2,60.6,56.0,5.41,5.44,3.29,1809,2080.39,1916.22,-5.6
2.54,Ideal,I,SI2,61.4,54.0,8.83,8.78,5.41,12687,18596.02,15469.59,-17.99
1.01,Good,G,VS2,63.6,60.0,6.3,6.35,4.02,5599,5082.68,5751.81,-2.66
1.05,Good,E,SI1,64.2,61.0,6.33,6.41,4.09,4878,5251.06,5147.58,-5.24
1.56,Fair,I,SI1,64.6,62.0,7.26,7.23,4.68,7950,7461.13,8312.72,-4.36
0.26,Ideal,H,VS1,62.1,55.0,4.07,4.11,2.54,482,421.37,439.8,9.6
1.58,Ideal,H,SI1,61.4,56.0,7.46,7.53,4.6,10546,10131.46,10648.55,-0.96
0.41,Ideal,E,IF,62.1,54.0,4.75,4.81,2.97,1419,1638.8,1384.37,2.5
0.31,Ideal,G,VS2,61.4,56.0,4.34,4.36,2.67,544,597.41,585.0,-7.01
0.52,Very Good,E,SI1,58.4,58.0,5.29,5.33,3.1,1382,1453.28,1396.73,-1.05
0.59,Ideal,E,SI2,61.6,54.0,5.42,5.45,3.35,1248,1632.32,1318.83,-5.37
0.51,Premium,F,SI2,62.8,60.0,5.1,5.03,3.18,1036,1165.45,1189.73,-12.92
0.67,Very Good,G,VS1,59.9,57.4,5.69,5.75,3.42,2309,2614.54,2609.68,-11.52
0.73,Ideal,I,VS2,60.8,56.0,5.82,5.85,3.55,3438,2434.57,2503.43,37.33
0.9,Very Good,F,SI2,61.4,62.0,6.11,6.2,3.78,3770,3322.26,3506.88,7.5
1.26,Ideal,J,VVS1,61.4,60.0,6.92,6.95,4.26,6186,7765.74,6874.59,-10.02
0.31,Very Good,H,VVS1,61.2,56.0,4.37,4.39,2.68,651,688.92,704.61,-7.61
1.04,Premium,H,SI1,61.6,58.0,6.53,6.48,4.01,5154,4507.07,4681.33,10.1
1.12,Ideal,G,VVS2,61.6,55.0,6.68,6.74,4.13,9820,8250.37,9531.59,3.03
0.3,Premium,F,VS2,62.2,60.0,4.27,4.22,2.64,776,587.82,720.66,7.68
1.59,Ideal,I,SI1,62.4,58.0,7.43,7.48,4.65,9209,9088.51,9556.96,-3.64
1.15,Ideal,I,SI1,61.8,55.0,6.73,6.76,4.17,6300,4937.97,5069.98,24.26
0.43,Premium,F,VVS1,60.3,58.0,4.91,4.88,2.95,1422,1523.38,1411.22,0.76
0.71,Very Good,H,VVS2,63.0,58.0,5.64,5.72,3.58,2709,3065.08,2785.88,-2.76
0.44,Ideal,E,VS2,61.5,56.0,4.9,4.92,3.02,1003,1287.07,1089.63,-7.95
0.41,Ideal,F,VS1,62.0,55.0,4.81,4.77,2.97,1076,1160.49,1101.32,-2.3
0.4,Ideal,F,VVS2,62.4,57.0,4.73,4.69,2.94,1163,1270.59,1154.2,0.76
0.78,Fair,G,SI2,64.9,55.2,5.75,5.82,3.76,2401,2108.96,2125.96,12.94
0.33,Ideal,D,VS2,62.6,56.0,4.39,4.43,2.76,781,792.51,762.84,2.38
0.48,Very Good,E,VS1,59.1,62.0,5.14,5.18,3.05,1616,1554.53,1605.33,0.66
0.95,Ideal,G,VS2,61.6,56.0,6.34,6.3,3.89,4549,4921.73,5031.2,-9.58
0.41,Very Good,E,SI1,63.5,57.0,4.73,4.69,2.99,969,928.92,897.69,7.94
1.76,Premium,E,SI2,62.1,58.0,7.7,7.62,4.74,9580,12498.14,11222.47,-14.64
0.54,Ideal,E,SI2,62.7,57.0,5.2,5.23,3.27,1111,1381.61,1212.28,-8.35
1.28,Very Good,D,SI2,61.2,58.0,6.96,7.09,4.3,6811,7104.34,6817.14,-0.09
1.09,Ideal,D,SI1,62.8,54.0,6.6,6.62,4.15,6259,6480.38,6296.17,-0.59
0.31,Ideal,G,IF,62.6,57.0,4.32,4.3,2.7,988,868.86,1013.66,-2.53
2.0,Ideal,E,SI1,62.6,57.0,8.08,8.01,5.04,16650,19200.51,17921.37,-7.09
0.37,Premium,F,VS2,62.7,58.0,4.58,4.55,2.86,957,872.47,907.79,5.42
2.01,Very Good,J,VS2,60.8,58.0,8.08,8.16,4.94,12968,13602.83,13869.02,-6.5
0.29,Ideal,G,IF,62.0,56.0,4.23,4.27,2.63,673,766.32,722.16,-6.81
0.35,Ideal,F,VVS2,62.5,56.0,4.51,4.55,2.83,830,988.11,849.26,-2.27
0.44,Good,F,SI1,63.8,54.0,4.85,4.8,3.08,970,980.78,939.77,3.22
1.03,Ideal,I,SI2,62.2,57.0,6.5,6.46,4.03,3997,3398.36,3854.43,3.7
0.31,Ideal,D,VVS2,61.1,56.0,4.38,4.39,2.68,1034,866.16,879.09,17.62
0.58,Ideal,F,SI1,59.9,56.0,5.41,5.47,3.26,1442,1793.09,1547.86,-6.84
0.24,Ideal,F,VVS2,61.1,57.0,4.03,4.06,2.47,552,485.57,593.06,-6.92
0.31,Very Good,H,VS2,58.9,61.0,4.43,4.46,2.62,457,523.61,508.59,-10.14
1.44,Premium,F,SI1,62.9,58.0,7.2,7.14,4.51,9653,9716.6,9510.69,1.5
0.61,Ideal,E,VS2,59.7,57.0,5.57,5.52,3.31,2115,2381.02,1993.78,6.08
0.4,Good,I,SI1,63.2,55.0,4.68,4.72,2.97,596,622.01,597.82,-0.3
0.38,Premium,F,VS1,60.9,58.0,4.68,4.71,2.86,933,983.4,939.21,-0.66
1.04,Premium,F,VS2,61.9,58.0,6.55,6.51,4.04,6908,6108.37,6602.13,4.63
0.83,Ideal,G,SI2,62.4,54.0,6.01,6.08,3.77,2751,2786.05,2846.18,-3.34
0.51,Ideal,D,SI1,61.8,55.0,5.18,5.14,3.19,1687,1550.47,1611.53,4.68
1.06,Ideal,D,SI1,62.7,54.0,6.52,6.55,4.1,5946,6148.61,6223.62,-4.46
0.73,Ideal,F,SI2,59.6,56.0,5.89,5.85,3.5,2164,2341.83,2304.01,-6.08
1.23,Ideal,I,SI2,62.1,56.0,6.84,6.88,4.26,5175,4746.71,5160.22,0.29
0.51,Good,E,VS2,57.6,62.0,5.33,5.3,3.06,1812,1563.97,1550.86,16.84
0.72,Premium,J,I1,62.9,59.0,5.8,5.63,3.58,945,949.98,1109.55,-14.83
0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84,812,676.91,751.64,8.03
0.25,Very Good,E,VVS2,62.2,58.0,4.03,4.11,2.53,548,522.02,563.64,-2.77
1.01,Premium,I,SI1,61.8,58.0,6.45,6.37,3.96,4072,3781.1,3993.76,1.96
2.16,Ideal,I,VS1,62.7,56.0,8.28,8.2,5.17,18342,20125.9,16064.12,14.18
0.92,Very Good,E,SI2,63.2,54.0,6.29,6.25,3.96,3679,3604.0,3878.36,-5.14
0.41,Ideal,E,VVS2,60.5,57.0,4.83,4.86,2.93,1363,1385.41,1220.09,11.71
0.36,Premium,F,VS2,62.0,59.0,4.56,4.51,2.81,807,828.6,889.14,-9.24
0.3,Very Good,F,SI1,62.1,60.0,4.26,4.28,2.65,500,495.61,491.2,1.79
1.08,Ideal,D,SI2,61.6,57.0,6.62,6.58,4.07,5352,5393.97,5144.06,4.04
0.41,Ideal,F,VVS2,61.2,56.0,4.78,4.82,2.94,1323,1331.07,1129.29,17.15
0.24,Ideal,G,VVS1,62.0,55.0,4.01,4.03,2.49,559,485.43,554.35,0.84
1.25,Ideal,D,VS1,61.7,56.0,6.92,7.01,4.3,10441,10430.89,12013.11,-13.09
1.0,Premium,H,VS2,61.9,61.0,6.37,6.23,3.9,4536,4856.92,4607.29,-1.55
0.7,Very Good,D,VS2,62.5,55.0,5.65,5.71,3.55,3052,3123.55,3061.92,-0.32
1.04,Premium,F,VS2,61.7,59.0,6.49,6.45,3.99,6906,6108.37,6453.49,7.01
1.0,Good,G,SI2,57.8,64.0,6.55,6.5,3.77,3651,3641.32,3699.52,-1.31
0.3,Ideal,I,VVS2,62.8,57.0,4.26,4.28,2.68,507,560.93,561.07,-9.64
1.04,Ideal,J,SI1,60.8,57.0,6.54,6.59,3.99,4059,3544.51,4095.42,-0.89
2.36,Good,J,SI2,58.9,64.0,8.75,8.68,5.14,12286,12924.98,12948.68,-5.12
0.3,Ideal,D,VS2,60.9,57.0,4.34,4.36,2.65,857,662.3,730.85,17.26
0.32,Ideal,D,VS1,60.3,57.0,4.42,4.44,2.67,780,801.69,813.33,-4.1
0.31,Premium,H,VVS1,62.6,58.0,4.29,4.33,2.7,707,704.25,705.08,0.27
0.35,Premium,G,VS1,60.7,61.0,4.58,4.54,2.77,906,786.9,921.38,-1.67
1.0,Fair,F,SI1,65.4,59.0,6.27,6.2,4.08,4798,4255.69,4430.36,8.3
1.31,Ideal,H,VS1,61.5,56.0,7.06,7.0,4.32,8583,8853.77,8407.04,2.09
0.81,Premium,F,SI1,61.2,56.0,6.03,6.0,3.68,2926,3288.38,2985.4,-1.99
1.4,Premium,G,SI2,60.6,58.0,7.26,7.22,4.39,5723,7290.64,6970.7,-17.9
1.01,Ideal,F,SI1,62.3,58.0,6.35,6.42,3.98,5646,5095.86,5456.56,3.47
0.31,Ideal,G,VS2,62.4,55.0,4.3,4.32,2.69,544,597.41,580.06,-6.22
0.35,Premium,H,VS2,61.8,56.0,4.58,4.54,2.82,709,672.69,719.51,-1.46
0.71,Good,F,VS1,58.0,61.0,5.83,5.85,3.39,2559,3003.25,2768.48,-7.57
1.12,Ideal,F,SI2,61.9,55.0,6.68,6.72,4.15,5046,5243.31,5259.82,-4.07
2.01,Ideal,I,SI1,61.4,57.0,8.13,8.19,5.01,16562,14131.41,15919.67,4.03
0.33,Premium,G,VS2,60.0,58.0,4.49,4.47,2.69,743,657.1,739.04,0.54
0.38,Ideal,D,VVS1,60.3,56.0,4.74,4.72,2.85,1915,1359.98,1500.69,27.61
1.04,Ideal,H,SI1,60.3,57.0,6.55,6.58,3.96,4629,4609.62,4902.93,-5.59
0.5,Premium,D,VS2,62.8,58.0,5.03,5.0,3.15,1758,1694.49,1699.17,3.46
2.1,Good,H,SI1,63.7,61.0,8.1,8.07,5.15,12121,15930.73,14542.83,-16.65
0.75,Ideal,D,SI1,61.1,56.0,5.85,5.9,3.59,3712,3205.22,3174.22,16.94
0.38,Ideal,G,SI1,61.8,54.0,4.69,4.67,2.9,969,755.5,733.8,32.05
1.29,Premium,I,SI2,61.1,62.0,7.0,6.94,4.26,4291,5076.59,4985.93,-13.94
0.74,Very Good,D,VS2,62.4,57.0,5.74,5.8,3.6,2906,3468.12,3296.79,-11.85
0.85,Good,G,SI1,64.9,56.0,5.95,5.98,3.87,2945,3165.96,3270.25,-9.95
0.55,Premium,F,SI1,62.9,58.0,5.26,5.23,3.3,1354,1586.35,1476.4,-8.29
0.7,Very Good,F,VS2,63.0,58.0,5.59,5.62,3.53,2507,2835.34,2512.16,-0.21
1.8,Ideal,H,VS1,62.3,56.0,7.79,7.76,4.84,15105,16106.16,15091.17,0.09
0.31,Ideal,H,VVS2,62.2,55.0,4.36,4.35,2.71,802,673.08,741.06,8.22
0.3,Ideal,G,IF,61.7,55.0,4.31,4.34,2.67,895,816.83,837.52,6.86
0.41,Very Good,H,VS1,61.5,55.0,4.8,4.82,2.96,788,950.22,855.57,-7.9
1.11,Ideal,G,VS2,62.0,56.0,6.65,6.62,4.12,7608,6597.98,6718.48,13.24
0.85,Ideal,D,VVS1,62.0,56.0,6.05,6.11,3.77,7230,6193.19,6945.7,4.09
0.35,Ideal,G,VS2,61.3,56.0,4.54,4.58,2.8,646,750.8,659.13,-1.99
1.2,Ideal,G,SI1,61.6,57.0,6.85,6.88,4.23,7372,6586.08,7279.0,1.28
2.01,Premium,I,SI2,62.0,56.0,8.01,7.87,4.92,12338,11702.0,11146.91,10.69
0.5,Ideal,F,SI2,60.9,57.0,5.16,5.13,3.13,1203,1148.34,1101.15,9.25
1.06,Premium,I,SI2,58.4,62.0,6.7,6.65,3.9,3579,3507.34,3570.33,0.24
0.56,Very Good,E,VVS2,60.3,57.0,5.33,5.37,3.23,2304,2383.54,2468.02,-6.65
1.04,Premium,G,VS2,62.5,58.0,6.47,6.43,4.03,6290,5706.5,5966.44,5.42
0.79,Premium,E,SI2,61.0,58.0,5.96,5.9,3.62,2868,2765.4,2531.95,13.27
1.64,Ideal,I,VS1,62.1,55.0,7.57,7.59,4.71,12089,11981.84,11502.75,5.1
0.51,Ideal,E,VS1,61.8,55.0,5.15,31.8,5.12,2075,1821.82,8822.03,-76.48
0.73,Very Good,D,VS1,62.2,56.0,5.72,5.75,3.57,3856,3623.56,3471.73,11.07
0.29,Ideal,G,IF,61.3,56.0,4.26,4.29,2.62,721,766.32,791.43,-8.9
0.59,Ideal,G,VVS2,62.2,56.0,5.39,5.35,3.34,2283,2467.72,2208.65,3.37
1.52,Premium,H,SI2,58.7,62.0,7.6,7.53,4.44,8127,7799.85,7815.43,3.99
0.5,Good,G,SI1,63.6,55.0,5.03,5.06,3.21,1197,1165.62,1192.02,0.42
0.32,Ideal,H,IF,62.1,54.0,4.41,4.45,2.75,814,845.24,828.67,-1.77
2.09,Very Good,F,SI2,62.5,60.0,8.14,8.06,5.06,16210,16234.9,15628.4,3.72
0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,2399,2649.02,2145.24,11.83
1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,11310,13832.08,12944.22,-12.63
0.63,Ideal,G,SI1,61.7,54.0,5.52,5.56,3.42,1628,1957.36,1714.95,-5.07
0.5,Ideal,G,VVS2,62.3,56.0,5.09,5.05,3.16,1935,1806.91,1851.61,4.5
0.71,Ideal,F,VS2,62.1,54.0,5.68,5.72,3.54,2780,3044.62,2879.76,-3.46
0.73,Ideal,F,VVS1,61.4,56.0,5.8,5.81,3.56,5154,4220.92,4412.88,16.79
0.26,Very Good,E,VVS1,63.4,59.0,4.0,4.04,2.55,554,601.44,593.5,-6.66
1.02,Ideal,E,SI2,62.4,55.0,6.44,6.47,4.03,4398,4576.12,4708.27,-6.59
0.4,Ideal,J,VS1,60.4,56.0,4.77,4.8,2.89,641,729.21,677.39,-5.37
1.51,Very Good,G,SI2,63.1,58.0,7.23,7.19,4.55,7154,8223.64,7639.45,-6.35
0.3,Premium,D,SI2,61.4,59.0,4.31,4.26,2.63,574,472.71,575.18,-0.21
0.63,Premium,E,SI2,58.9,59.0,5.64,5.6,3.31,1169,1805.84,1571.13,-25.59
0.42,Ideal,G,VVS1,60.6,56.0,4.86,4.88,2.95,1179,1392.45,1203.3,-2.02
0.42,Very Good,D,SI2,62.9,55.0,4.78,4.82,3.02,656,871.36,697.92,-6.01
0.3,Ideal,H,VS2,62.5,53.2,4.29,4.34,2.69,486,514.66,461.6,5.29
0.24,Very Good,E,VVS2,63.1,56.0,3.92,3.97,2.49,552,483.4,528.9,4.37
1.15,Premium,G,VVS1,60.8,58.0,6.74,6.77,4.11,8863,9072.95,9095.84,-2.56
0.31,Premium,H,VS2,60.0,60.0,4.43,4.4,2.65,628,535.26,635.5,-1.18
0.53,Premium,G,VS2,59.9,60.0,5.28,5.24,3.15,1435,1603.58,1526.53,-6.0
1.01,Good,F,SI2,63.0,60.0,6.28,6.35,3.98,3827,3971.48,4072.62,-6.03
1.41,Good,F,SI1,63.7,58.0,7.06,7.01,4.48,8212,8789.35,8561.48,-4.08
1.17,Good,H,SI2,63.8,58.0,6.57,6.73,4.24,4826,4484.59,4678.11,3.16
0.37,Premium,F,SI1,62.5,58.0,4.57,4.52,2.84,791,751.99,763.98,3.54
0.82,Premium,H,SI1,59.9,57.0,6.11,6.07,3.65,2721,2880.89,2851.98,-4.59
1.51,Premium,E,VS2,60.7,60.0,7.46,7.37,4.5,14844,12830.72,13827.48,7.35
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,6062,5381.85,5928.71,2.25
0.59,Ideal,F,SI1,62.0,53.0,5.38,5.43,3.35,1424,1851.75,1555.98,-8.48
0.7,Very Good,J,VS2,63.2,61.0,5.62,5.59,3.54,1940,1866.41,1739.36,11.54
0.35,Ideal,H,IF,60.5,56.0,4.56,4.59,2.77,921,1000.6,902.41,2.06
0.35,Ideal,H,SI1,61.5,56.0,4.56,4.58,2.81,523,592.99,556.31,-5.99
0.41,Ideal,F,VS1,61.8,56.0,4.75,4.79,2.95,1007,1160.49,966.28,4.21
0.91,Premium,H,VVS1,62.5,59.0,6.16,6.19,3.86,5032,5350.44,4771.91,5.45
2.0,Premium,F,SI1,58.8,61.0,8.29,8.23,4.86,17172,18037.02,17367.87,-1.13
0.38,Ideal,J,SI1,61.8,54.0,4.68,4.7,2.9,525,532.34,523.45,0.3
0.36,Ideal,E,VVS2,61.0,55.0,4.6,4.62,2.81,1131,1084.48,931.35,21.44
0.68,Premium,F,VVS2,61.7,57.0,5.67,5.64,3.49,2854,3374.3,2865.92,-0.42
1.2,Very Good,H,SI1,62.4,57.0,6.76,6.8,4.23,5868,5772.5,6000.78,-2.21
0.31,Very Good,G,SI1,61.8,55.0,4.35,4.38,2.69,490,492.5,467.42,4.83
0.38,Premium,F,VVS1,59.2,58.0,4.8,4.76,2.83,1257,1207.03,1357.54,-7.41
0.3,Premium,E,VVS1,61.3,59.0,4.33,4.28,2.64,956,804.96,1052.28,-9.15
0.5,Very Good,E,VS2,61.5,56.0,5.07,5.11,3.13,1624,1566.08,1548.31,4.89
2.02,Very Good,J,VS2,61.5,59.0,8.06,8.13,4.98,13564,13730.55,14149.29,-4.14
1.5,Very Good,D,SI1,63.1,57.0,7.31,7.24,4.59,11863,11307.99,11439.77,3.7
1.01,Ideal,G,SI2,62.8,56.0,6.4,6.44,4.03,4269,4031.88,4440.8,-3.87
0.9,Ideal,F,VS2,62.7,56.0,6.17,6.2,3.88,4678,4758.37,4956.19,-5.61
0.42,Ideal,G,IF,62.3,54.0,4.82,4.85,3.01,1289,1539.21,1268.43,1.62
2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,12681,11013.37,12119.55,4.63
1.55,Premium,J,VS1,62.6,59.0,7.35,7.4,4.62,8593,9137.46,8783.7,-2.17
0.52,Ideal,D,SI1,62.5,56.0,5.19,5.14,3.23,1651,1608.21,1606.6,2.76
0.41,Good,E,VS2,63.1,64.0,4.66,4.63,2.93,981,1036.91,969.74,1.16
0.51,Good,F,SI1,63.6,58.0,5.05,5.08,3.22,1308,1295.12,1282.26,2.01
1.01,Very Good,J,SI1,61.3,57.0,6.45,6.5,3.97,4153,3208.42,3954.38,5.02
1.39,Ideal,H,VVS2,61.2,54.0,7.23,7.25,4.43,9298,11354.39,10375.68,-10.39
0.32,Ideal,E,VS2,61.4,56.0,4.43,4.4,2.71,900,706.59,883.22,1.9
0.31,Good,H,VS1,63.1,58.0,4.26,4.3,2.7,544,540.0,524.54,3.71
2.0,Fair,G,SI2,66.5,56.0,7.75,7.7,5.14,14208,12419.8,10220.29,39.02
1.53,Premium,E,SI1,61.3,59.0,7.35,7.4,4.52,12851,11336.27,11796.47,8.94
0.41,Ideal,H,VS2,60.7,55.0,4.83,4.86,2.94,1163,926.79,874.48,32.99
0.3,Very Good,D,VVS2,63.2,55.0,4.27,4.3,2.71,754,778.86,784.23,-3.85
0.9,Very Good,E,VVS2,62.0,55.0,6.08,6.17,3.8,6466,5824.17,5848.27,10.56
1.01,Very Good,F,SI1,60.8,59.0,6.49,6.53,3.96,4869,4874.04,5190.79,-6.2
0.33,Very Good,E,VVS1,61.5,57.0,4.44,4.48,2.75,1103,942.24,886.57,24.41
0.33,Ideal,G,IF,61.6,56.0,4.48,4.45,2.75,1052,977.41,1092.96,-3.75
1.01,Ideal,H,SI1,62.6,54.0,6.38,6.34,3.98,4989,4362.42,4620.79,7.97
1.01,Ideal,E,SI2,61.2,54.0,6.49,6.52,3.98,4666,4492.01,4697.58,-0.67
0.38,Premium,H,VVS1,61.2,60.0,4.68,4.7,2.87,967,1033.3,997.7,-3.08
1.17,Ideal,F,VS1,62.2,56.0,6.74,6.77,4.2,8648,8359.64,8874.11,-2.55
0.42,Premium,F,VS2,61.9,58.0,4.8,4.76,2.96,945,1107.67,1070.91,-11.76
0.44,Very Good,J,VS1,61.9,57.0,4.83,4.9,3.01,694,834.58,732.42,-5.25
1.02,Very Good,J,VS2,59.3,58.0,6.56,6.62,3.91,3796,3792.19,4296.27,-11.64
1.5,Fair,G,SI1,64.5,57.0,7.15,7.09,4.59,10352,8531.06,8940.99,15.78
0.37,Premium,G,VS1,59.5,58.0,4.67,4.71,2.79,746,873.7,818.36,-8.84
1.6,Very Good,J,SI1,62.7,58.0,7.37,7.41,4.63,7550,7629.96,7608.52,-0.77
1.5,Premium,F,SI1,62.2,58.0,7.36,7.34,4.57,11613,10492.97,10976.96,5.79
0.51,Ideal,E,VS2,61.6,55.0,5.15,5.2,3.19,1985,1699.57,1734.78,14.42
0.32,Ideal,F,IF,62.2,55.0,4.4,4.38,2.73,1080,987.34,1098.58,-1.69
0.72,Very Good,F,SI2,63.1,58.0,5.69,5.63,3.57,2246,2182.46,2107.85,6.55
0.55,Premium,H,VS2,59.9,61.0,5.31,5.28,3.17,1270,1575.61,1436.44,-11.59
1.25,Ideal,H,SI2,62.7,56.0,6.92,6.87,4.32,5670,5519.79,5486.43,3.35
0.96,Good,G,SI1,56.6,63.0,6.52,6.39,3.67,3522,3981.34,3578.02,-1.57
0.25,Ideal,H,VVS1,62.4,55.0,4.04,4.08,2.53,525,480.37,523.21,0.34
1.12,Very Good,D,SI2,59.3,59.0,6.76,6.8,4.02,5243,5524.87,5132.37,2.16
1.05,Ideal,G,VS1,62.0,56.0,6.53,6.47,4.03,7063,6369.93,7027.94,0.5
0.6,Ideal,D,VS1,61.9,54.9,5.4,5.43,3.35,2527,2618.67,2499.08,1.12
0.7,Premium,G,SI2,61.1,60.0,5.67,5.62,3.45,2177,1976.56,1809.18,20.33
2.0,Premium,H,SI1,63.0,54.0,8.07,7.99,5.06,14319,15440.98,15425.27,-7.17
0.55,Good,E,VS2,59.8,61.0,5.29,5.32,3.17,1695,1802.92,1757.3,-3.55
0.43,Ideal,H,SI1,62.5,57.0,4.79,4.84,3.01,716,873.76,741.5,-3.44
0.76,Premium,E,SI2,61.5,58.0,5.86,5.81,3.59,2688,2570.97,2337.67,14.99
1.51,Good,J,VS1,60.6,55.0,7.3,7.36,4.44,7848,8186.61,8321.38,-5.69
0.34,Premium,H,VS1,62.2,58.0,4.43,4.48,2.77,596,682.78,619.5,-3.79
0.3,Ideal,E,VS2,62.3,57.0,4.29,4.32,2.68,658,625.73,647.75,1.58
0.41,Ideal,F,VS2,61.4,55.0,4.83,4.78,2.95,1107,1082.61,1062.66,4.17
